id,categ_id/id,name,list_price
scenario.product_product_286,scenario.product_category_soins_corps_morpho_sculpt,Baume De Soin Haute Nutrition / Pot 200ml,49.166667
scenario.product_product_287,scenario.product_category_soins_corps_morpho_sculpt,Creme De Soin Galbante Buste / Pot 200ml,53.333333
scenario.product_product_288,scenario.product_category_soins_corps_morpho_sculpt,Creme Beaute Des Mains / Tube 50ml,21.666667
scenario.product_product_289,scenario.product_category_soins_corps_morpho_sculpt,Offre Du Mois - Lait Hydratant Sculpt System - 310 Ml,25
scenario.product_product_290,scenario.product_category_soins_corps_glauscine,Formule Concentree Serum Drainant / Flacon 200ml,58.333333
scenario.product_product_291,scenario.product_category_soins_corps_glauscine,Formule Concentree Creme Lipolytique / Tube 200ml,58.333333
scenario.product_product_292,scenario.product_category_soins_visage_time,Creme Time Technology / Pot 50 Ml,50
scenario.product_product_293,scenario.product_category_soins_visage_time,Radiance Pot 50ml,50
scenario.product_product_294,scenario.product_category_soins_visage_concentre,Concentre Cellulaire Serum / Flacon 15 Ml,52.083333
scenario.product_product_295,scenario.product_category_soins_visage_concentre,Concentre Cellulaire Serum / Flacon De 30ml,65.833333
scenario.product_product_296,scenario.product_category_soins_visage_concentre,Coffret Mon Rituel Aqua Cellulaire,15.833333
scenario.product_product_297,scenario.product_category_soins_visage_protecteur,City Cream Extreme De Jour / Tube 30ml,32.5
scenario.product_product_298,scenario.product_category_soins_visage_protecteur,Active De Jour Soin Essentiel Teinte / Tube 30ml,24.166667
scenario.product_product_299,scenario.product_category_soins_visage_protecteur,Coffret Mon Rituel Aqua Cellulaire,15.833333
scenario.product_product_300,scenario.product_category_soins_visage_lift,Soin Lissant Contour Des Yeux Lift & Repair / Flacon Airless 15ml,53.333333
scenario.product_product_301,scenario.product_category_soins_visage_lift,Masque Lift & Repair  Instant Repulp / Tube 50ml ,41.25
scenario.product_product_302,scenario.product_category_soins_visage_lift,Baume Lift & Repair Absolu Repulp / Pot 50ml,71.666667
scenario.product_product_303,scenario.product_category_soins_visage_lift,Serum Lift And Repair Absolu Tenseur / Flacon Airless 30 Ml,78.333333
scenario.product_product_304,scenario.product_category_soins_visage_lift,Creme Lift And Repair Absolue Lissante / Pot 50 Ml,71.666667
scenario.product_product_305,scenario.product_category_soins_visage_lift,Patchs Lift & Repair Contour Des Yeux / Coffret 10 Sachets De 2 Patchs,56.666667
scenario.product_product_306,scenario.product_category_soins_visage_lift,Patchs Lift Contour Des Yeux Lift & Repair (le Sachet De 2 Patchs),5.833333
scenario.product_product_307,scenario.product_category_soins_visage_cyclo,Concentre De Jeunesse 21 Jours Cyclo Systeme / Flacon 50ml + Fourreau,125
scenario.product_product_308,scenario.product_category_soins_visage_cyclo,Creme De Jeunesse Cou Et Decollete Cyclo System / Pot 50 Ml,70.833333
scenario.product_product_309,scenario.product_category_soins_visage_cyclo,Creme De Jeunesse Contour Des Yeux Cyclo System / Pot 15 Ml,57.5
scenario.product_product_310,scenario.product_category_soins_visage_cyclo,Creme De Jeunesse Visage Cyclo System / Pot De 50ml,91.666667
scenario.product_product_311,scenario.product_category_soins_visage_cyclo,Creme De Jeunesse Contour Des Levres Cyclo System / Tube Gloss 15ml,39.166667
scenario.product_product_312,scenario.product_category_soins_visage_eau,Gel D'eau Cellulaire / Tube 50 Ml,22.5
scenario.product_product_313,scenario.product_category_soins_visage_eau,Creme D'eau Cellulaire / Pot 50 Ml,28.333334
scenario.product_product_314,scenario.product_category_soins_visage_eau,Eau Cellulaire / Aérosol 100ml,16.666667
scenario.product_product_315,scenario.product_category_soins_visage_eau,Eau Cellulaire / Aérosol 200ml,25
scenario.product_product_316,scenario.product_category_soins_visage_eau,Gel D'eau Cellulaire / Pot 50ml,28.333333
scenario.product_product_317,scenario.product_category_soins_visage_eau,E.v.e Serum Source / Flacon Airless 30ml,68.333333
scenario.product_product_318,scenario.product_category_soins_visage_eau,Coffret Mon Rituel Aqua Cellulaire,15.833333
scenario.product_product_319,scenario.product_category_soins_visage_white,Serum Eclaircissant White System / Flacon 30 Ml,65.833333
scenario.product_product_320,scenario.product_category_soins_visage_white,Mousse Nettoyante Clarifiante White System / Flacon 150ml,28.333333
scenario.product_product_321,scenario.product_category_soins_visage_white,Rollon Concentre Anti-taches Ciblé / 9 Ml,40.833333
scenario.product_product_322,scenario.product_category_soins_visage_white,Soin Eclaircissant Contour Des Yeux White System / Tube 15ml,49.166667
scenario.product_product_323,scenario.product_category_soins_visage_white,Lotion Lactee Eclaircissante White System / Flacon 150ml,28.333333
scenario.product_product_324,scenario.product_category_soins_visage_white,Soin Eclaircissant Reparateur Jour White System / Flocon 50ml,61.666667
scenario.product_product_325,scenario.product_category_soins_visage_white,Soin Eclaircissant Reparateur Nuit White System / Pot 50ml,77.5
scenario.product_product_326,scenario.product_category_soins_visage_white,City Cream Extreme De Jour / Tube 30ml,32.5
scenario.product_product_327,scenario.product_category_soins_visage_preparer_peau,Creme Douce Desincrustante / Tube 75 Ml,24.833333
scenario.product_product_328,scenario.product_category_soins_visage_preparer_peau,Masque Gomme Clarifiant / Tube 75 Ml,28.333333
scenario.product_product_329,scenario.product_category_soins_visage_preparer_peau,Gel Nettoyant Purete / Tube 150 Ml,21.666667
scenario.product_product_330,scenario.product_category_soins_visage_preparer_peau,Lait Demaquillant Hydra-ressourcant / Flacon 200ml,16.666667
scenario.product_product_331,scenario.product_category_soins_visage_preparer_peau,Demaquillant Haute Tolerance Yeux & Levres / Flacon 125ml,23.333333
scenario.product_product_332,scenario.product_category_soins_visage_preparer_peau,Lotion Fraiche Hydra-ressourcante / Flacon 200ml,16.666667
scenario.product_product_333,scenario.product_category_soins_visage_preparer_peau,Eau Micellaire Osmopure / Flacon 200ml,23.333333
scenario.product_product_334,scenario.product_category_soins_visage_preparer_peau,Offre Creme Douce + Masque Gomme Osmoclean,40.833333
scenario.product_product_335,scenario.product_category_soins_visage_preparer_peau,Mousse Nettoyante Purete / Flacon150ml,25.833333
scenario.product_product_336,scenario.product_category_soins_visage_preparer_peau,Lotion Desensibilisante / Flacon 200ml,20
scenario.product_product_337,scenario.product_category_soins_visage_preparer_peau,Lait Demaquillant Desensibilisant / Flacon 200ml,20
scenario.product_product_338,scenario.product_category_soins_visage_pure_system,Concentre Pore Refiner Pure System / Tube 50 Ml,40.833333
scenario.product_product_339,scenario.product_category_soins_visage_pure_system,Soin Absolue Purete Pure System / Tube 50ml,29.166667
scenario.product_product_340,scenario.product_category_soins_visage_hydra_system,Soin Aqua Diffuseur Hydra System / Pot  50 Ml,41.666667
scenario.product_product_341,scenario.product_category_soins_visage_hydra_system,Soin Aqua Diffuseur Contour Yeux Hydra System / Tube 15ml,30
scenario.product_product_342,scenario.product_category_soins_visage_hydra_system,Fluide Aqua Diffuseur Hydra System / Tube 50ml,41.666667
scenario.product_product_343,scenario.product_category_soins_visage_sensy_system,Creme Desensibilisante Sensi System / Flacon 50 Ml,50.833333
scenario.product_product_344,scenario.product_category_soins_visage_sensy_system,Creme Desensibilisante Uv Sensi System / Tube 50 Ml,58.333333
scenario.product_product_345,scenario.product_category_soins_visage_sensy_system,Creme Repos Biomimetique Sensi System / Pot 50ml,53.333333
scenario.product_product_346,scenario.product_category_soins_visage_sensy_system,Creme Desensibilisante Contour Des Yeux Sensi System / Tube 15ml,33.333333
scenario.product_product_347,scenario.product_category_soins_visage_activ_repair,Soin Contour Des Yeux Active Repair / Tube 15 Ml,36.666667
scenario.product_product_348,scenario.product_category_soins_visage_activ_repair,Creme Correctrice Rides Active Repair / Pot 50 Ml,53.75
scenario.product_product_349,scenario.product_category_soins_visage_activ_repair,Creme Riche Correctrice Rides Active Repair / Pot 50 Ml,53.75
scenario.product_product_350,scenario.product_category_soins_visage_energiser,Eau Cellulaire / Aérosol 100ml,16.666667
scenario.product_product_351,scenario.product_category_soins_visage_energiser,Eau Cellulaire / Aérosol 200ml,25
scenario.product_product_352,scenario.product_category_soins_visage_booster,Concentre Cellulaire Serum / Flacon 15 Ml,52.083333
scenario.product_product_353,scenario.product_category_soins_visage_booster,Concentre Cellulaire Serum / Flacon De 30ml,65.833333
scenario.product_product_354,scenario.product_category_soins_visage_booster,Serum Restructurant Derm Repair / Flacon 30 Ml,65.833333
scenario.product_product_355,scenario.product_category_soins_visage_hyaluronic,Formule Concentree Masque / Tube 75ml,33.333333
scenario.product_product_356,scenario.product_category_soins_visage_hyaluronic,Formule Concentree Serum / Flacon Pompe 30ml,54.166667
scenario.product_product_357,scenario.product_category_soins_visage_hyaluronic,Formule Concentree Creme / Pot 50ml,50
scenario.product_product_358,scenario.product_category_soins_visage_propolis,Formule Concentree Serum / Flacon Pipette 30ml,40.833333
scenario.product_product_359,scenario.product_category_soins_visage_propolis,Formule Concentree Creme / Pot 50ml,36.666667
scenario.product_product_360,scenario.product_category_soins_visage_propolis,Formule Concentree Lotion / Flacon 150 Ml,24.166667
scenario.product_product_361,scenario.product_category_soins_visage_vitamine_e2,Formule Concentree Serum / Flacon Pompe 30ml,65.833333
scenario.product_product_362,scenario.product_category_soins_visage_vitamine_e2,Formule Concentree Creme / Pot 50ml,61.666667
scenario.product_product_363,scenario.product_category_soins_visage_spiruline,Formule Concentree Serum / Flacon Pipette 30ml,70
scenario.product_product_364,scenario.product_category_soins_visage_spiruline,Formule Concentree Creme / Pot 50ml,65.833333
scenario.product_product_365,scenario.product_category_soins_visage_padina,Formule Concentree Creme / Pot 50ml,65.833333
scenario.product_product_366,scenario.product_category_soins_visage_vitamine_c,Formule Concentree Serum Poudre / Flacon 4g,40.833333
scenario.product_product_367,scenario.product_category_soins_visage_vitamine_c,Formule Concentree Creme / Pot 50ml,63.333333
scenario.product_product_368,scenario.product_category_soins_visage_vitamine_a,Formule Concentree Serum / Flacon 15ml,45.833333
scenario.product_product_369,scenario.product_category_soins_visage_vitamine_a,Formule Concentree Creme/ Pot 50ml,65.833333
scenario.product_product_370,scenario.product_category_soins_visage_derm,Serum Restructurant Derm Repair / Flacon 30 Ml,65.833333
scenario.product_product_371,scenario.product_category_soins_visage_nutri,Creme Vitale Nutri System Gelee Royale / Pot 50 Ml,55
scenario.product_product_372,scenario.product_category_soins_visage_nutri,Creme Legere Dermo Dietetique Nutri System / Pot 50ml,51.666667
scenario.product_product_373,scenario.product_category_soins_visage_nutri,Masque Creme Bain Nutritif Nutri System / Tube 75ml,33.333333
