id,default_code,name,description_purchase,description_sale,purchase_ok,sale_ok,type,track_service,invoice_policy,route_ids,chemistry,list_price,taxes_id/id,standard_price,sale_delay,warranty,uom_id/id,categ_id/id,uom_po_id/id,company_id/id
__setup__.product_1138,1138,Cycles,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1139,1139,Cycles climatiques vieillissement,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,100,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1140,1140,Déchassage glace,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,50,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1141,1141,Décroissance lumineuse Tritec,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,210,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1142,1142,Dessous,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1143,1143,Dessus,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1144,1144,Deuxième choc : arrière,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1133,1133,Cr +VI,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,80,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1146,1146,Divers tests,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1145,1145,Diméthylfumarate,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,170,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1148,1148,Durée,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1149,1149,Dureté Knoop,,,,TRUE,Consumable,,,,,80,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1150,1150,Dureté Shore A,,,,TRUE,Consumable,,,,,60,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1151,1151,Dureté Vickers,,,,TRUE,Consumable,,,,,80,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1152,1152,Eau chaude 35°C / 24h,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1153,1153,Efflorescence,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,500,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1154,1154,Elastomère déformation permanente,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,250,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1155,1155,Elastomère hydrolyse,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,210,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1156,1156,Test d'usure EN-12472,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,120,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1157,1157,Energie cinétique de rupture,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,70,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1158,1158,Enrobage conducteur,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1159,1159,Essai pliage,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,65,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1161,1161,Ethanol,,,,TRUE,Consumable,,,,,20,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1147,1147,DMCA,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,60,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1163,1163,Examen MEB,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,400,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1164,1164,Examen métallographique,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,80,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1165,1165,Exposition chaleur sèche à 70°C,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,30,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1166,1166,F = 100 N,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1167,1167,F = 150 N,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1168,1168,F = 200 N,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1169,1169,F = 75 N,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1170,1170,Usure articulations fermoir,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,50,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1171,1171,Usure fonction fermoir (ouverture/fermeture/poussoir/réglage fin/etc.),,,,TRUE,service,Create a task and track hours,Delivered quantities,,,350,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1172,1172,Fermoir,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1173,1173,Feutre blanc,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1174,1174,Feutre noir,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1175,1175,Usure fonction chronographe START-STOP-RESET,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,170,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1176,1176,Fond,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1177,1177,Force appliquée : jusqu'à rupture,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1178,1178,Force appliquée 15 N,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1179,1179,Force appliquée 25 N,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1180,1180,Force d'appui radial,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1181,1181,Force extraction,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1182,1182,Force fermeture,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1183,1183,Force ouverture,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1184,1184,Force poussoir,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1162,1162,Ethylene glycol dimethacrylate (EGDMA),,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1185,1185,Formaldéhyde,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1186,1186,Formamide,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1188,1188,Frais dossier,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,70,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1190,1190,Glace libre sur support,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1191,1191,Glace minérale,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1192,1192,Glace montée,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1193,1193,Glace plastique,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1194,1194,Glace saphir,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1195,1195,Gomme bleue,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1196,1196,Goupilles mise de longueur,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1197,1197,H.R <20%,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1187,1187,"Formamide, DMF & COV",,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,240,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1199,1199,Hydrolyse colle,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,210,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1200,1200,Immersion 12h,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1201,1201,Immersion 15 min.,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1202,1202,Immersion eau à 5°C,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1203,1203,Immersion eau chaude 35°C 24h,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1198,1198,Hexabromocyclododecane [HBCDD],,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1205,1205,Kit corrosion buvard (NaCl),,,,TRUE,service,,Delivered quantities,,,15,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1206,1206,Kit corrosion buvard (Sueur synthétique),,,,TRUE,service,,Delivered quantities,,,15,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1207,1207,Lait pour le corps,,,,TRUE,Consumable,,,,,25,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1208,1208,Largeur < 10 mm -> Force 5 N,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1209,1209,Largeur > 25 mm -> Force 15 N,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1210,1210,Largeur 11 à 15 mm -> Force 7.5 N,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1211,1211,Largeur 16 à 20 mm -> Force 10 N,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1212,1212,Largeur 21 à 25 mm -> Force 12.5 N,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1213,1213,Lubrification cire d'abeille,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1214,1214,Lubrification Fonblin,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1215,1215,Lunette usure rotation,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,170,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1204,1204,Isocyanates,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1217,1217,Mesure,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,15,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1218,1218,Mesure FT-IR,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,100,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1219,1219,Mesure couple,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,15,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1220,1220,Mesure d'épaisseur,,,,TRUE,service,,Delivered quantities,,,80,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1221,1221,Mesure d'épaisseur d'optique,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,80,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1222,1222,Mesure diverses,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,190,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1223,1223,Mesure épaisseur MEB,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,100,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1224,1224,Mesure force initiale,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1225,1225,Mesure force intermédiaire,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1226,1226,Mesure force traction / compression,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,50,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1227,1227,Mesure L*a*b,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,60,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1228,1228,Métallisation or,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1229,1229,Migration couleur eau,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,30,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1230,1230,Migration couleur sueur / buvard,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,100,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1232,1232,Mise en train,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,50,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1233,1233,mm/min [vitesse],,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1234,1234,Nature des fibres,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,170,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1216,1216,MDI,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1236,1236,Nbre de rotation,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1237,1237,Nbre de tirage,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1238,1238,N-méthyl pyrrolidone (NMP),,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,120,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1239,1239,Observation après,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1235,1235,Navy blue,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1256,1256,Organoétains,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,175,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1258,1258,Outillage,,,,TRUE,service,,Delivered quantities,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1257,1257,Ortho-phénylphénol (OPP),,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1260,1260,Parfum,,,,TRUE,Consumable,,,,,25,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1261,1261,Passant,,,,TRUE,Consumable,,,,,10,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1262,1262,Pce dans boîte,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1263,1263,Pce fixée,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1264,1264,Pce libre,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1265,1265,Pce suspendue,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1290,1290,P-tert butylphénol (PTBP),,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1259,1259,Paraphényldiamine (PPD),,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1080,1080,PCCC (Parffines chlorées à chaînes courtes (C10-C13)),,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,200,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1269,1269,Pièce à redonner pour test,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1270,1270,Poignet dame,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1271,1271,Poignet homme,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1272,1272,Poinçonnage bille,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,50,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1266,1266,PCP/ TeCP / TriCP,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1274,1274,Position tige : 0,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1275,1275,Position tige : 0,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1276,1276,Position tige : 1,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1277,1277,Position tige : 1,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1278,1278,Position tige : 2,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1279,1279,Position tige : 2,,,,TRUE,Consumable,,,,,0,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1280,1280,Premier choc : 9h,,,,TRUE,Consumable,,,,,15,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1281,1281,Préparation échantillon MEB/métallisation,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,50,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1282,1282,Préparation échantillon/mise en test,,,,TRUE,Consumable,,,,,120,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1283,1283,Préparation enrobage,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,150,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1284,1284,Essai vieillissement selon procédure transport,,,,TRUE,service,Create a task and track hours,Delivered quantities,,,120,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1285,1285,Profil de dureté,,,,TRUE,Consumable,,,,,80,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1286,1286,Programme N°,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1287,1287,Protection partielle,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1288,1288,Protéger avec vernis,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1289,1289,Protéger partiellement,,,,TRUE,Consumable,,,,,,,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1267,1267,pH,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,40,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1268,1268,Phtalates,,,,TRUE,service,Create a task and track hours,Delivered quantities,,chem,130,l10n_ch.3_vat_O_exclude,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
__setup__.product_1292,1292,Rapport/analyse/assistance technique,,,,TRUE,service,,Delivered quantities,,,200,l10n_ch.1_vat_80_incl,,,,product.product_uom_unit,product.product_category_1,product.product_uom_unit,__setup__.company_mte
