id,categ_id/id,name,no_quantity,purchase_ok,sale_ok,lst_price,taxes_id/id,supplier_taxes_id/id
scenario.product_depil_femmes_seance_jambe_3-4_cuisses,scenario.product_category_depil_femmes_seance_jambe,Dépilation 3/4 Cuisses 1 Séance Femme,True,False,True,153.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_jambe_3-4_cuisses,scenario.product_category_depil_femmes_forfait_jambe,Dépilation 3/4 Cuisses Femme,True,False,True,766.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_jambe_3-4_jambes,scenario.product_category_depil_femmes_seance_jambe,Dépilation 3/4 Jambes 1 Séance Femme,True,False,True,231.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_jambe_3-4_jambes,scenario.product_category_depil_femmes_forfait_jambe,Dépilation 3/4 Jambes Femme,True,False,True,1158.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_aiselles,scenario.product_category_depil_femmes_forfait,Dépilation Aiselles Femme,True,False,True,366.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_aisselles,scenario.product_category_depil_femmes_seance,Dépilation Aisselles 1 Séance Femme,True,False,True,73.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_aisselles,scenario.product_category_depil_hommes_seance,Dépilation Aisselles 1 Séance Homme,True,False,True,73.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_aisselles,scenario.product_category_depil_hommes_forfait,Dépilation Aisselles Homme,True,False,True,366.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_aréoles,scenario.product_category_depil_hommes_seance,Dépilation Aréoles 1 Séance (zone Hormono-dépendante) Homme,True,False,True,53.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_aréoles_forfait_6_séances,scenario.product_category_depil_hommes_forfait,Dépilation Aréoles Forfait 6 Séances (zone Hormono-dépendante) Homme,True,False,True,266.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_aréoles,scenario.product_category_depil_femmes_seance,Dépilation Aréoles 1 Séance (zone Hormono-dépendante) Femme,True,False,True,53.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_bande_ventre,scenario.product_category_depil_femmes_seance,Dépilation Bande Ventre 1 Séance (zone Hormono-dépendante) Femme,True,False,True,58.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_visage_barbe,scenario.product_category_depil_hommes_seance_visage,Dépilation Barbe 1 Séance Homme,True,False,True,116.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_visage_barbe,scenario.product_category_depil_hommes_forfait_visage,Dépilation Barbe Homme,True,False,True,583.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_bas_du_dos_-_région_lombaire,scenario.product_category_depil_femmes_seance,Dépilation Bas Du Dos / Région Lombaire 1 Séance (zone Hormono-dépendante) Femme,True,False,True,58.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_bas_du_dos,scenario.product_category_depil_hommes_seance,Dépilation Bas Du Dos 1 Séance (zone Hormono-dépendante) Homme,True,False,True,91.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_bas_du_dos_forfait_6_séances,scenario.product_category_depil_hommes_forfait,Dépilation Bas Du Dos Forfait 6 Séances (zone Hormono-dépendante) Homme,True,False,True,458.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_bras_complets,scenario.product_category_depil_hommes_forfait,Dépilation Bras Complets Homme,True,False,True,833.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_bras_complets,scenario.product_category_depil_femmes_seance,Dépilation Bras Complets 1 Séance Femme,True,False,True,150,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_bras_complets,scenario.product_category_depil_hommes_seance,Dépilation Bras Complets 1 Séance Homme,True,False,True,166.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_chemin_de_l'homme_bande_ventre,scenario.product_category_depil_hommes_seance,Dépilation Chemin De L'homme (bande Ventre) 1 Séance (zone Hormono-dépendante) Homme,True,False,True,75,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_chemin_de_l'homme_bande_ventre_forfait_6_séances,scenario.product_category_depil_hommes_forfait,Dépilation Chemin De L'homme (bande Ventre) Forfait 6 Séances (zone Hormono-dépendante) Homme,True,False,True,375,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_collier_torse,scenario.product_category_depil_hommes_seance,Dépilation Collier (Torse - zone Hormono-dépendante) 1 Séance Homme,True,False,True,66.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_collier_torse,scenario.product_category_depil_hommes_forfait,Dépilation Collier (Torse - zone Hormono-dépendante) Homme,True,False,True,333.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_visage_cou_barbe,scenario.product_category_depil_hommes_seance_visage,Dépilation Cou (Barbe) 1 Séance Homme,True,False,True,66.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_visage_cou_barbe,scenario.product_category_depil_hommes_forfait_visage,Dépilation Cou (Barbe) Homme,True,False,True,333.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_visage_cou,scenario.product_category_depil_femmes_seance_visage,Dépilation Cou 1 Séance (zone Hormono-dépendante) Femme,True,False,True,66.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_visage_cou_forfait_6_séances,scenario.product_category_depil_femmes_forfait_visage,Dépilation Cou Forfait 6 Séances (zone Hormono-dépendante) Femme,True,False,True,333.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_jambe_cuisses,scenario.product_category_depil_hommes_forfait_jambe,Dépilation Cuisses Homme,True,False,True,1083.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_jambe_cuisses,scenario.product_category_depil_femmes_seance_jambe,Dépilation Cuisses 1 Séance Femme,True,False,True,203.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_jambe_cuisses,scenario.product_category_depil_hommes_seance_jambe,Dépilation Cuisses 1 Séance Homme,True,False,True,216.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_jambe_cuisses,scenario.product_category_depil_femmes_forfait_jambe,Dépilation Cuisses Femme,True,False,True,1016.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
