id,categ_id/id,name,no_quantity,purchase_ok,sale_ok,lst_price,taxes_id/id,supplier_taxes_id/id
scenario.product_depil_hommes_seance_visage_ligne_de_cou,scenario.product_category_depil_hommes_seance_visage,Dépilation Ligne De Cou 1 Séance Homme,True,False,True,66.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_visage_ligne_du_cou,scenario.product_category_depil_hommes_forfait_visage,Dépilation Ligne Du Cou Homme,True,False,True,333.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_maillot_maillot_américain,scenario.product_category_depil_femmes_seance_maillot,Dépilation Maillot Américain 1 Séance Femme,True,False,True,120.83,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_maillot_maillot_américain,scenario.product_category_depil_hommes_seance_maillot,Dépilation Maillot Américain 1 Séance Homme,True,False,True,120.83,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_maillotcomplement_maillot_américain_complément,scenario.product_category_depil_femmes_forfait_maillotcomplement,Dépilation Maillot Américain Complément Femme,True,False,True,315.83,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_maillot_maillot_américain_et_sillon_inter-fessier,scenario.product_category_depil_femmes_seance_maillot,Dépilation Maillot Américain Et Sillon Inter-fessier 1 Séance Femme,True,False,True,137.5,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_maillot_maillot_américain_et_sillon_inter-fessier,scenario.product_category_depil_hommes_seance_maillot,Dépilation Maillot Américain Et Sillon Inter-fessier 1 Séance Homme,True,False,True,137.5,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_maillotcomplement_maillot_américain_et_sillon_inter-fessier_complément,scenario.product_category_depil_femmes_forfait_maillotcomplement,Dépilation Maillot Américain Et Sillon Inter-fessier Complément Femme,True,False,True,433.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_maillot_maillot_américain_et_sillon_inter-fessier,scenario.product_category_depil_femmes_forfait_maillot,Dépilation Maillot Américain Et Sillon Inter-fessier Femme,True,False,True,687.5,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_maillot_maillot_américain_et_sillon_inter-fessier,scenario.product_category_depil_hommes_forfait_maillot,Dépilation Maillot Américain Et Sillon Inter-fessier Homme,True,False,True,687.5,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_maillot_maillot_américain,scenario.product_category_depil_femmes_forfait_maillot,Dépilation Maillot Américain Femme,True,False,True,604.17,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_maillot_maillot_américains,scenario.product_category_depil_hommes_forfait_maillot,Dépilation Maillot Américain Hommes,True,False,True,604.16,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_maillot_maillot_classique,scenario.product_category_depil_femmes_seance_maillot,Dépilation Maillot Classique 1 Séance Femme,True,False,True,73.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_maillot_maillot_classique,scenario.product_category_depil_hommes_seance_maillot,Dépilation Maillot Classique 1 Séance Homme,True,False,True,73.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_maillot_maillot_classique,scenario.product_category_depil_femmes_forfait_maillot,Dépilation Maillot Classique Femme,True,False,True,366.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_maillot_maillot_classique,scenario.product_category_depil_hommes_forfait_maillot,Dépilation Maillot Classique Homme,True,False,True,366.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_maillot_maillot_echancré_+_sillon_inter-fessier,scenario.product_category_depil_femmes_seance_maillot,Dépilation Maillot Echancré + Sillon Inter-fessier 1 Séance Femme,True,False,True,120,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_maillot_maillot_echancré,scenario.product_category_depil_femmes_seance_maillot,Dépilation Maillot Echancré 1 Séance Femme,True,False,True,104.16,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_maillot_maillot_echancré,scenario.product_category_depil_hommes_seance_maillot,Dépilation Maillot Echancré 1 Séance Homme,True,False,True,104.16,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_maillotcomplement_maillot_echancré_complément,scenario.product_category_depil_femmes_forfait_maillotcomplement,Dépilation Maillot Echancré Complément Femme,True,False,True,232.5,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_maillot_maillot_echancré,scenario.product_category_depil_femmes_forfait_maillot,Dépilation Maillot Echancré Femme,True,False,True,520.83,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_maillot_maillot_echancré_+_dépilation_sillon_inter-fessier,scenario.product_category_depil_femmes_forfait_maillot,Dépilation Maillot Echancré Femme + Dépilation Sillon Inter-fessier Femme,True,False,True,600,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_maillot_maillot_echancré,scenario.product_category_depil_hommes_forfait_maillot,Dépilation Maillot Echancré Homme,True,False,True,520.83,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_maillot_maillot_intégral,scenario.product_category_depil_femmes_seance_maillot,Dépilation Maillot Intégral 1 Séance Femme,True,False,True,137.5,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_maillot_maillot_intégral,scenario.product_category_depil_hommes_seance_maillot,Dépilation Maillot Intégral 1 Séance Homme,True,False,True,137.5,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_maillotcomplement_maillot_intégral_complément,scenario.product_category_depil_femmes_forfait_maillotcomplement,Dépilation Maillot Intégral Complément Femme,True,False,True,433.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_forfait_maillot_maillot_intégral,scenario.product_category_depil_femmes_forfait_maillot,Dépilation Maillot Intégral Femme,True,False,True,687.5,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_maillot_maillot_intégral,scenario.product_category_depil_hommes_forfait_maillot,Dépilation Maillot Intégral Homme,True,False,True,687.5,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_forfait_mains_forfait_6_séances,scenario.product_category_depil_hommes_forfait,Dépilation Mains Forfait 6 Séances (zone Hormono-dépendante) Homme,True,False,True,391.67,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_femmes_seance_mains,scenario.product_category_depil_femmes_seance,Dépilation Mains 1 Séance (zone Hormono-dépendante) Femme,True,False,True,75,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
scenario.product_depil_hommes_seance_mains,scenario.product_category_depil_hommes_seance,Dépilation Mains 1 Séance (zone Hormono-dépendante) Homme,True,False,True,78.33,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%_Services,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS","scenario.account_tax_purchase_agency_ch_c1_TVA_8_0%_sur_achat_B&S__TN_,scenario.account_tax_purchase_agency_be_c1_21%_Services,scenario.account_tax_purchase_agency_center1_TVA_déductible__achat__20_0%,scenario.account_tax_purchase_agency_lu_c1_Achat_Prestations_17%___Pays,scenario.account_tax_sale_agency_mx_c1_IVA_16%__VENTAS"
