id,categ_id/id,name,no_quantity,purchase_ok,sale_ok,lst_price,taxes_id/id,supplier_taxes_id/id
scenario.product_cosmetique_esthederm_soinvisage_preparersapeau_lait_demaquillant_desensibilisant_-_flacon_400_ml,scenario.product_category_cosmetique_esthederm_soinVisage_preparerSaPeau,Lait Démaquillant Désensibilisant / Flacon 400 ml,False,True,True,20.00,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Biens_17%___Pays,scenario.account_tax_purchase_agency_mx_c1_IVA_16%__COMPRAS","scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Biens_17%___Pays,scenario.account_tax_purchase_agency_mx_c1_IVA_16%__COMPRAS"
scenario.product_cosmetique_esthederm_soinvisage_preparersapeau_lotion_desensibilisant_-_flacon_400_ml,scenario.product_category_cosmetique_esthederm_soinVisage_preparerSaPeau,Lotion Désensibilisant / Flacon 400 ml,False,True,True,20.00,"scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Biens_17%___Pays,scenario.account_tax_purchase_agency_mx_c1_IVA_16%__COMPRAS","scenario.account_tax_sale_agency_ch_c1_TVA_due_a_8_0%__TN_,scenario.account_tax_sale_agency_be_c1_21%,scenario.account_tax_sale_agency_center1_TVA_collectée__vente__20_0%,scenario.account_tax_sale_agency_lu_c1_Vente_Biens_17%___Pays,scenario.account_tax_purchase_agency_mx_c1_IVA_16%__COMPRAS"
